Date,Headline,BERT_Sentiment,Sentiment_score
2017-08-31,"Dec. gold gains $8.10, or 0.6%, to settle at $1,322.20/oz",positive,1
2017-03-03,expect indian gold demand to pickup in 2017: wgc,negative,-1
2002-06-13,gold stocks pressured by disinflation,negative,-1
2007-07-10,gold ends at a three-week high as the dollar ebbs,positive,1
2018-11-26,"Firm dollar caps gold rise, investors eye G20 summit",positive,1
2014-10-30,"Gold futures down at Rs 26,876 per 10 gm",negative,-1
2011-08-12,"spot gold slightly lower, but well-supported",negative,-1
2013-05-30,"bearish on crude; gold to rise, buy now: angel broking",neutral,0
2017-09-26,gold inches lower as us dollar steadies,negative,-1
2016-11-28,Gold futures settle higher after declining over the past two sessions,negative,-1
2013-03-22,gold has stiff resistance at rs 29950: nirmal bang,neutral,0
2017-10-13,"Gold clears key $1,300 line as consumer inflation reading misses mark",negative,-1
2016-10-05,Gold futures extend losses to 4th session in a row,negative,-1
2017-05-22,Gold prices settle at highest level since April 28,positive,1
2017-11-27,Gold Prices Remain Higher on Weaker Dollar,positive,1
2017-09-15,"Dec. gold down $4.10, or 0.3%, to settle at $1,325.20/oz",negative,-1
2010-10-25,"gold loses some steam, but settles 1% higher",negative,-1
2013-05-24,"gold down by rs 50 on sluggish demand, weak global cues",negative,-1
2009-11-21,govt should implement uniform gold rates across india',positive,1
2016-09-15,Gold futures finish at a two-week low,negative,-1
2013-04-10,"gold, oil extend losses after fed minutes",negative,-1
2016-08-09,Gold recovers from 1-week low on bargain hunting,positive,1
2018-11-12,india : the truth about the nizam and his gold,neutral,0
2017-04-27,Gold maintains slight gain after ECB keeps monetary policy unchanged,positive,1
2018-11-22,"Gold rises on easing dollar, uncertain US rate hike path",positive,1
2006-01-03,feb gold futures up $5.40 at $524.30 an ounce,positive,1
2008-12-19,gold could move towards $820 on pullback in dollar and falling crude oil,negative,-1
2018-07-26,etfs : gold etf flows shift course,negative,-1
2017-08-25,"gold steady ahead of speeches by yellen, draghi at jackson hole",neutral,0
2015-12-02,"feb. gold settles at $1,053.80/oz on comex, down $9.70, or 0.9%",negative,-1
2017-02-13,Gold futures mark biggest one-day loss in 2 1/2 weeks,negative,-1
2011-10-11,MCX GOLDGUINEA Oct contract firms up,positive,1
2018-09-19,"december gold climbs 0.6% at $1,209.50/oz.",positive,1
2012-04-19,"Gold, silver import norms tightened",neutral,0
2012-09-05,"gold futures marginally up global cues, spot demand",positive,1
2014-06-12,"Gold fluctuates near 2-week high with U.S. data, Iraq violence in focus",negative,-1
2015-09-03,"gold sinks on u.s. economic data, comments from ecb's draghi",negative,-1
2014-11-17,gold retreats after two sessions of gains,negative,-1
2018-01-05,"feb. gold climbs 70 cents, or less than 0.1%, to settle at $1,322.30/oz",positive,1
2005-08-17,dec gold falls $3 to $448.50/oz in morning trade,negative,-1
2017-07-21,Gold prices climb toward intraday highs on Comex,positive,1
2010-11-18,"oil adds to gains, gold steady after philly fed",positive,1
2012-02-08,"gold, silver soar on global cues",positive,1
2006-08-21,gold kist disappointed with pilgrim's pride takeover bid,negative,-1
2014-04-22,will china drop gold next?,negative,-1
2004-09-29,spot gold quoted at $411.60 an oz in asia trade,neutral,0
2013-10-08,"gold futures up 0.22 pc on firm global cues, spot demand",positive,1
2012-02-15,"april gold up $18.70, or 1.1%, at $1,736.40",positive,1
2017-11-01,"December gold rises 0.5% at $1,276/oz.",positive,1
2017-10-12,gold futures rise 0.49% on global cues,positive,1
2011-08-24,don't read too much into gold's drop,neutral,0
2016-12-09,Gold futures finish the week with a loss of more than 1%,negative,-1
2001-05-17,gold price lifts metal stocks,positive,1
2010-06-19,"gold may scale record $1,300",neutral,0
2011-09-26,"intraday strategies on gold, crude oil: angel broking",neutral,0
2008-06-02,"rupee ends stronger, gold loses rs 135 per ten gram",negative,-1
2013-04-15,gold etfs to face redemption pressure if price keeps falling: fund houses,negative,-1
2011-04-24,"gold, silver prices up amidst global uncertainty",positive,1
2009-11-03,india still likes dollars despite buying gold: fm,neutral,0
2018-10-17,Gold futures fall 0.19% on weak global cues,negative,-1
2007-10-26,gold futures up $8.80 at $779.80 an ounce,positive,1
2018-11-12,india : rising gold price vindicates rbi's investment plan,positive,1
2017-12-28,"Gold rallies to Rs 30,250; silver gains by Rs 250 per kg",positive,1
2015-05-12,"Gold futures rise to Rs 27,161 on firm global cues",positive,1
2009-11-03,gold futures add to gains after factory orders,positive,1
2012-12-12,"gold settles higher, but off the day's highs",positive,1
2002-06-17,gold and silver stocks fall,neutral,0
2003-03-30,gold up more than $2 to $333.80/334.30 /oz. in sydney,positive,1
2012-09-13,"Gold futures up at Rs 32,328 on global cues",positive,1
2016-08-15,Adopt a gold-backed dollar? This is what happened the last time we tried,neutral,0
2017-05-08,Gold tallies a modest gain after worst week of 2017,positive,1
2013-05-07,retail gold buying soars in april after sharp selloff,negative,-1
2015-04-27,"gold futures top $1,200 to settle at a two-week high",positive,1
2012-01-11,goldman: gold should jump this year,positive,1
2017-04-28,gold to trade in 28649-28877: achiievers equities,neutral,0
2014-06-11,"gold posts slight gains ahead of u.s. retail sales, jobless claims data",positive,1
2015-01-21,"Gold futures rise to Rs 28,277 per 10 gm",positive,1
2013-10-21,"gold, silver surge on domestic demand, firm global cues",positive,1
2013-11-22,gold set for biggest weekly loss in 2-mth on stimulus fears,negative,-1
2013-12-03,"Gold futures fall to Rs 28,739 per 10 gm",negative,-1
2012-08-15,"gold closes higher, ends two-day losing streak",positive,1
2012-04-02,"gold, silver to trade higher on weakness in us dollar index",positive,1
2003-08-27,nymex gold rallies back above $370,positive,1
2017-06-15,"Gold holds sharp losses after data, including jobless claims, Philly Fed",negative,-1
2012-03-01,gold prices decline today,negative,-1
2014-11-03,"Gold futures fall to Rs 26,029 on global cues",negative,-1
2016-08-08,"Dec. gold settles at $1,341.30/oz, down $3.10, or 0.2%",negative,-1
2006-02-27,amex gold bugs index falls 3.6% to close at 309.27,negative,-1
2016-09-30,Gold futures lose more ground ahead of the Comex settlement,negative,-1
2017-06-01,"August gold down 0.8% at $1,265.40/oz.",negative,-1
2011-11-18,Gold prices trading lower in major metros in India,negative,-1
2018-11-12,Gold prices steady but under pressure from firmer dollar,positive,1
2016-07-17,Gold / Silver / Copper futures - weekly outlook: July 18 - 22,neutral,0
2011-06-10,"gold settles 0.9% lower at $1,529.20 an ounce",negative,-1
2018-09-28,"gold futures down 0.4% for the week, loses 0.9% for the month",negative,-1
2012-06-04,"commodity bets: trading ideas for gold, crude and copper",neutral,0
2009-08-17,dec. gold down 1.2% to $937.50 an ounce on globex,negative,-1
2017-11-01,"gold rate today: gold, silver trade lower in morning trade",negative,-1
2017-11-22,"Gold remains higher after jobless claims, durable goods data",positive,1
2001-11-30,"gold prices, metals issues climb",neutral,0
2014-03-06,"april gold up $11.50, or 0.9%, ends at $1,351.80",positive,1
2005-07-01,"aug gold drops $4.90, or 1.1%, to $432.20/oz",negative,-1
2015-09-09,Gold hits 3-week low as equities rally,negative,-1
2006-02-09,gold futures climb as much as $9 in morning trading,positive,1
2011-07-29,gold adds to gains on fall in consumer sentiment,positive,1
2009-04-11,is it the right time to buy gold?,neutral,0
2014-07-17,gold gains on fears malaysia airlines crash will fuel ukraine crisis,negative,-1
2007-01-09,pilgrim's pride completes gold kist acquisition,neutral,0
2017-01-20,how gold tends to perform in presidential inauguration years,neutral,0
2010-08-14,"india gold moves up further on persistent demand, silver also up",positive,1
2017-12-11,gold rate today: gold trades in the red in morning deals; silver up,positive,1
2013-09-24,gold suffers three session loss of almost 4%,negative,-1
2013-10-26,"gold up on weak eco data, deferred tapering of fed stimulus",positive,1
2018-01-22,wgc : four factors to underpin gold demand growth in 2018,neutral,0
2017-10-25,Gold turns higher ahead of closing bell to notch a modest gain,positive,1
2016-12-28,"Gold strengthens to Rs 28,200 on global cues, spot demand",positive,1
2001-10-17,"gold prices, shares post gains",positive,1
2017-12-12,"Gold falls to over 4-month low of Rs 29,400",negative,-1
2017-09-19,"Dec. gold falls 20 cents to settle at $1,310.60/oz",negative,-1
2006-10-05,"dec. gold up $8.80, or 1.6%, at $575.50/oz in ny",positive,1
2018-09-05,bloomberg intelligence : this will 'unlock the cage for well-rested gold bulls',positive,1
2007-12-25,gold prices recover on buying support,positive,1
2017-11-23,gold futures weaken by 0.15% on global cues,negative,-1
2017-04-07,gold spikes to 5-month highs as us launches missile strikes on syria,positive,1
2015-10-08,Gold lower ahead of Fed minutes,negative,-1
2009-07-21,"gold, silver react downwards on subdued demand",negative,-1
2011-11-10,gold futures drop by more than $40 an ounce,negative,-1
2016-08-23,"illicit gold: india's smugglers shut out refiners, banks",negative,-1
2011-10-22,"Festive demand lifts gold, silver prices",positive,1
2017-11-15,"December gold up 0.3% at $1,286.40/oz.",positive,1
2004-07-28,oil and gold lift bay street,neutral,0
2015-04-29,"gold settles lower, then falls further after fed decision",negative,-1
2014-04-17,"gold ends at two-week low, down 1.9% on week",negative,-1
2015-01-14,"Buy if gold dips to $1,210/oz on Comex",neutral,0
2016-05-17,trading in gold bonds to begin by month-end: finance ministry,neutral,0
2014-06-23,"gold prices dip in asia, but market poised for rebound on global events",positive,1
2015-10-29,"Gold futures slide to Rs 26,808 per 10 gm",negative,-1
2011-10-31,MCX GOLDPETAL Dec contract trades lower,positive,1
2010-07-20,"gold futures down 90c at $1,181.00 an ounce",negative,-1
2006-10-12,bema gold upped to outperform at bmo capital,positive,1
2014-02-18,china overtakes india as world's biggest gold buyer,positive,1
2009-04-28,gold futures down $10.70 at $897.50 an ounce,negative,-1
2017-04-06,Gold slightly trims gains after jobless-claims report,negative,-1
2017-05-17,"June gold jumps $21.10, or 1.7%, to $1,257.50/oz",positive,1
2005-11-18,amex gold bugs index ends the week with a 4.6% gain,positive,1
2018-12-25,"Gold firms up by Rs 125 per 10 gm, silver remains flat",positive,1
2011-12-08,"Old for new gold, is the wedding mantra",neutral,0
2017-03-23,Gold prices settle lower to end a multisession rise,negative,-1
2015-09-11,"dec. gold falls $6 on day to settle at $1,103.30/oz on comex",negative,-1
2015-10-06,Gold up in Asia in light trade with Fed minutes eyed,positive,1
2014-12-22,"Gold futures ease to Rs 26,941 per 10 gm",negative,-1
2016-11-08,gold futures inch higher as u.s. election kicks off,positive,1
2019-01-31,"Gold slips Rs 70 to Rs 34,000/10gm on muted demand ",negative,-1
2018-08-14,"december gold gains $1.80, or 0.2%, to settle at $1,200.70/oz.",positive,1
2008-08-11,"dec. gold down $35, or 4.1%, at $829/oz on globex",negative,-1
2017-11-29,Gold remains lower after third-quarter GDP update,negative,-1
2010-09-10,"gold falls for third straight day, to $1,250.90",negative,-1
2013-09-24,comex gold tallies three session loss of 3.9%,negative,-1
2014-12-15,"gold drops as dollar firms on data, fed expectations",negative,-1
2016-11-02,gold steady ahead of fed meeting outcome,neutral,0
2011-08-26,"gold gains a second day, still down 3% on week",negative,-1
2009-05-08,"june gold ends down 60 cents, or 0.1%, at $914.90",negative,-1
2004-03-02,metals futures close lower; gold falls nearly $6,negative,-1
2015-12-17,"Sell gold if it touches $1,045/oz",neutral,0
2012-02-17,china to surpass india as top gold maket in 2012,positive,1
2014-09-08,gold at session lows as stronger u.s. dollar weighs,negative,-1
2012-09-06,"Gold glitters, silver sparkles",neutral,0
2017-10-11,Gold ends lower for first time in 4 sessions ahead of FOMC minutes,negative,-1
2010-01-19,"gold ends up 0.8%; platinum, palladium rally",positive,1
2016-08-11,"Dec. gold falls $2.30, or 0.2%, to $1,349.60/oz after a high above $1,359.40",negative,-1
2005-11-16,dec gold up $6 at $475 an ounce,positive,1
2003-10-28,"fed decision has little effect on oil, gold sectors",neutral,0
2018-10-25,three stages of gold,neutral,0
2016-04-04,Gold extends losses after robust US jobs report,negative,-1
2018-09-19,"saudis gave mko gold, rolex watches worth hundreds of millions of dollars",neutral,0
2017-11-30,gold holds near 1-week low as stronger us economy data weighs,negative,-1
2008-12-11,"february gold up $24.40, or 3%, to $833.20 an ounce",positive,1
2004-10-08,gold closes at 6-month high,positive,1
2017-02-24,Gold futures eye fourth consecutive week of gains,positive,1
2005-12-30,"feb gold ends the year $65.80, or 14.5%, higher",positive,1
2011-11-14,"gold futures rise up to rs 28,966 on global cues",positive,1
2016-11-03,brokerages strike gold in mutual fund sip distribution,neutral,0
2017-03-08,"April gold off $6.10, or 0.5%, at $1,209.90/oz.",negative,-1
2016-02-15,"gold drops $20.70, or 1.7%, to $1,218.60 an ounce",negative,-1
2009-06-01,gold closes at $980 an ounce; copper rallies,neutral,0
